x,y,z,neuron_id,column,celltype
-279.831,185.588,-642.879,265553,21,8
-174.313,282.097,-577.143,265556,4,8
-156.786,263.676,-669.892,265571,4,8
-60.654,249.638,-625.574,265572,4,8
-60.082,257.118,-559.115,265573,4,8
-160.214,374.476,-522.506,265596,4,8
-108.985,211.731,-566.063,265596,4,8
-134.635,316.333,-469.259,265604,4,8
-77.287,237.934,-578.863,265610,4,7
-51.265,204.99,-604.115,265619,4,8
-256.628,212.712,-607.229,265624,5,7
-279.168,283.444,-497.487,265628,5,7
-283.16,200.7,-611.242,265651,5,7
-194.371,358.654,-579.948,265662,5,7
-100.444,300.131,-429.326,265664,5,7
-172.803,241.983,-553.372,265672,5,7
-140.959,235.327,-469.393,265690,6,7
-58.279,272.018,-596.094,265694,6,7
-233.097,308.836,-670.784,265727,6,7
-164.645,255.457,-478.164,265939,21,9
-24.196,199.861,-539.277,265942,21,7
-150.041,217.798,-429.28,265942,21,7
-1.776,247.025,-535.64,265943,21,8
-221.122,399.133,-584.719,265954,21,9
-313.177,274.797,-544.774,265960,21,8
-120.452,314.379,226.871,265964,21,7
-95.977,202.22,-513.646,265965,21,8
-163.952,270.379,-476.671,265981,21,8
-96.1,209.389,-457.11,265998,21,7
-259.91,336.385,-447.117,266004,21,9
-125.683,128.941,-608.796,266006,20,8
-161.822,303.56,-692.455,266007,20,8
-185.422,376.995,-500.332,266007,20,8
-16.467,168.31,-542.127,266013,20,8
-77.025,133.319,-605.954,266017,20,8
-193.029,272.73,-640.379,266034,4,8
-97.078,103.79,-446.262,266041,4,7
-106.856,278.729,-447.216,266070,4,7
-166.079,261.135,-568.484,266077,4,8
-198.861,368.374,-579.778,266102,5,7
-99.511,204.212,-566.518,266102,5,7
-114.182,227.76,-419.592,266108,5,7
-193.393,206.148,-565.515,266110,5,7
-251.228,336.449,-490.33,266112,5,7
-192.577,364.569,-641.176,266116,5,7
-235.913,304.866,-476.449,266125,5,7
-70.627,175.093,-528.749,266148,6,7
-219.539,305.503,-655.965,266150,6,7
-128.679,255.375,-666.004,266155,6,9
-172.803,241.983,-553.372,266159,6,7
-153.204,212.635,-414.292,266159,6,7
-131.562,296.167,-466.441,266159,6,7
-237.965,155.051,-404.92,266162,6,6
-136.993,429.983,481.229,266165,6,7
-153.325,398.25,-516.261,266186,6,7
-154.232,245.053,-447.798,266186,6,7
-318.45,281.766,-579.538,266410,20,8
-51.799,247.141,-646.634,266412,20,8
-253.821,339.808,-479.05,266417,21,8
-128.225,143.189,-602.579,266443,20,8
-184.401,371.318,-505.697,266477,4,8
-8.245,223.976,-588.513,266481,4,7
-100.49,288.02,-564.939,266486,4,8
-243.268,212.447,439.126,266492,4,7
-100.643,260.219,-432.375,266494,4,7
-153.545,243.943,-442.657,266522,4,7
-29.771,254.773,-554.417,266525,4,8
-114.335,247.39,-384.471,266530,4,7
-230.439,254.05,-528.068,266537,5,7
-182.341,302.59,-542.072,266537,5,7
-275.622,201.644,-609.361,266543,5,7
-235.676,299.496,-476.612,266543,5,7
-231.488,288.943,-477.019,266543,5,7
-226.886,286.569,-479.23,266556,5,7
-116.309,221.255,-484.491,266559,5,7
-298.478,298.323,-476.305,266564,5,7
21.959,91.731,-555.303,266564,5,7
-116.309,221.255,-484.491,266564,5,7
-179.558,206.846,-566.459,266579,5,7
-127.538,434.873,502.179,266593,6,7
-47.713,127.927,-584.889,266599,6,7
-31.589,194.145,-620.371,266611,6,9
-149.209,341.355,-521.114,266628,6,7
-112.01,274.497,-452.823,266629,6,7
-126.611,255.484,-591.266,266896,20,8
-38.597,254.71,-556.276,266940,4,7
-159.13,316.271,-625.136,266958,4,8
-147.509,284.277,-679.401,266958,4,8
-100.658,304.9,360.925,266963,4,7
-112.828,314.781,350.944,266969,4,7
-214.44,281.124,-483.411,266976,5,7
-266.142,275.917,-506.371,266983,5,7
-121.64,319.429,290.22,266986,5,7
-75.753,226.592,-436.217,266989,5,7
-126.676,232.029,-463.672,266997,5,7
-218.45,238.032,-511.82,267001,5,7
-61.017,233.146,-430.703,267007,5,7
-153.857,225.833,-584.915,267008,5,7
-88.693,316.456,-468.389,267009,5,7
-10.446,193.743,-400.495,267010,5,7
-188.593,203.176,-581.029,267017,5,7
-186.205,211.242,-599.129,267017,5,7
-297.823,296.346,-476.727,267023,5,7
-172.384,244.423,-461.357,267023,5,7
-94.243,455.569,507.042,267034,6,5
-27.279,244.662,-674.698,267303,20,8
-19.406,355.585,-511.582,267312,20,8
-139.511,356.853,-462.693,267357,20,7
-151.223,256.274,-643.462,267370,4,8
-214.181,468.71,515.325,267375,0,7
9.748,331.458,-621.447,267387,4,7
-47.09,200.075,-580.614,268145,20,8
-164.878,257.657,-581.537,268188,20,8
-9.601,246.844,-541.044,268198,20,8
-179.326,294.543,-713.321,268264,1,7
-101.465,173.582,-601.83,268585,20,8
-208.73,380.963,-581.215,268747,2,7
-103.792,199.73,-568.753,268996,20,7
-54.384,338.498,-528.178,269064,0,7
-34.864,286.43,-605.52,269093,0,9
-52.764,127.053,489.728,274659,18,6
-158.949,169.976,-561.497,275625,16,7
-183.893,207.111,-606.068,275643,16,7
-154.328,202.529,-566.852,275643,16,7
-97.758,209.602,-462.276,276022,23,7
-160.698,241.353,-562.188,276028,23,7
-88.837,309.655,-581.175,276064,16,7
-161.06,396.008,-530.867,276259,19,6
-290.275,199.165,-523.499,276453,23,7
-204.569,185.389,-594.986,276456,23,7
-78.623,144.647,454.075,276847,23,5
-119.917,366.306,460.328,276852,23,5
-126.656,374.048,483.219,276852,23,5
-91.095,378.324,467.553,276852,23,5
-127.373,246.444,-482.779,276861,23,7
-62.42,198.267,-576.39,276866,23,7
-181.878,79.401,-512.183,276870,23,6
-71.598,81.744,-632.994,276919,16,6
-126.328,238.853,-483.885,276935,16,7
-83.439,129.799,-560.994,276949,16,5
-92.157,399.321,475.664,277282,23,5
-265.067,199.763,-533.933,277313,23,7
-126.54,229.486,-470.767,277315,23,7
-114.504,216.031,-478.196,277340,23,7
-50.305,138.399,-572.459,277369,16,5
-80.879,148.301,-594.838,277369,16,5
-157.992,156.66,-561.833,277379,16,7
-109.954,77.414,-550.618,277721,23,7
-37.338,109.803,-516.578,277725,23,6
-121.928,381.595,474.116,277758,23,5
-113.625,216.534,-473.608,277760,23,7
-291.667,256.865,-533.151,277764,23,7
-264.77,250.147,-530.047,277771,23,7
-102.07,295.062,-575.03,277814,16,7
-52.744,175.943,-488.944,277857,17,7
-24.323,250.354,-413.969,277857,17,7
-132.918,283.72,-465.928,277899,14,6
-148.766,195.551,-579.847,277907,14,6
-19.578,228.681,-584.058,277915,14,6
27.76,378.956,-623.766,277956,15,6
-195.919,235.357,-496.514,277968,15,6
-96.294,61.092,-589.816,278167,23,7
-145.091,376.447,-498.341,278170,23,7
-79.172,196.246,-567.364,278170,23,7
-85.254,167.343,-574.294,278170,23,7
-122.137,238.438,-453.658,278171,23,7
-78.465,145.788,453.231,278175,23,5
-120.045,26.081,-681.982,278187,23,7
-103.603,125.885,-703.818,278191,23,7
-267.198,277.546,-505.84,278205,23,7
-96.831,151.031,-654.818,278238,23,7
-115.211,243.255,-698.376,278247,16,7
130.794,162.403,506.287,278250,16,5
-103.636,203.192,-489.179,278271,16,7
-157.874,239.201,-560.216,278274,16,7
-86.91,192.74,-519.493,278283,13,6
-105.384,208.879,-377.051,278291,13,6
-55.825,168.206,-495.058,278304,13,6
-110.774,217.39,-380.326,278307,13,6
-115.731,82.521,-638.124,278308,13,6
-44.218,114.134,-512.756,278311,13,6
-139.199,294.3,384.378,278312,13,5
-190.029,266.759,453.152,278318,13,5
-218.503,109.938,-535.132,278324,13,6
-89.726,174.89,-511.101,278325,13,6
-118.862,285.553,-53.17,278326,13,5
-145.187,280.664,-599.947,278331,13,6
-70.024,109.654,-623.919,278331,13,6
-150.574,201.169,-571.966,278340,13,7
-106.612,208.528,-512.918,278340,13,7
-81.509,206.496,-388.794,278340,13,7
-148.347,228.377,-584.723,278351,14,6
-22.127,230.038,-584.581,278353,14,6
-113.936,231.768,-572.809,278356,14,6
-105.368,172.51,-433.686,278363,14,6
-200.438,121.609,-540.404,278371,14,6
62.18,162.612,500.215,278384,14,6
-202.789,284.432,-630.084,278386,14,6
-112.38,272.576,-453.184,278387,14,6
-182.665,240.323,-473.138,278419,15,6
-140.529,355.918,355.193,278432,15,5
-143.322,150.469,-617.933,278629,23,7
-161.477,245.659,-562.106,278646,23,7
-157.848,203.372,-564.912,278646,23,7
-166.688,240.344,-554.64,278646,23,7
-270.931,203.397,-610.672,278684,23,7
-111.921,216.81,-473.846,278697,23,7
-175.45,394.466,422.998,278718,12,5
-100.185,169.836,-478.623,278722,12,5
-235.323,214.441,-600.891,278732,13,7
-167.147,267.601,-568.827,278738,16,7
-164.066,246.043,-617.433,278746,13,7
-183.092,246.614,-550.234,278755,13,7
-101.254,186.982,-573.524,278755,13,7
-126.54,229.486,-470.767,278755,13,7
-141.232,409.385,460.877,278758,13,7
-16.955,250.291,-550.262,278760,13,6
-107.45,279.185,-452.217,278763,13,5
-189.388,202.716,-580.874,278768,13,7
-218.771,213.389,-600.764,278769,13,7
-326.895,276.553,-589.316,278774,13,6
-134.664,315.16,-468.535,278774,13,6
-87.941,194.429,-518.629,278778,13,6
-233.832,235.633,-504.576,278779,13,6
-26.799,123.543,-571.938,278779,13,6
-48.189,126.695,-510.331,278779,13,6
-148.025,247.912,-470.358,278781,13,6
-179.95,259.681,-631.279,278782,13,6
-69.104,108.983,-625.265,278785,13,6
-103.164,188.784,-487.447,278789,13,6
-79.557,366.969,470.916,278789,13,6
-112.116,219.824,-362.995,278794,13,6
-170.715,245.78,-552.522,278797,13,7
-136.578,336.87,-466.916,278797,13,7
7.996,188.046,-588.023,278798,13,6
-100.155,181.022,-569.767,278804,14,6
-44.679,115.001,-512.565,278809,14,6
-105.764,235.795,-570.59,278811,14,6
-123.166,238.297,-453.576,278817,14,6
-50.176,129.739,-583.637,278838,14,6
3.609,156.536,-512.171,278882,15,6
-161.54,241.029,-614.075,279091,23,7
-172.329,258.721,-478.63,279096,23,7
-225.315,190.5,-608.43,279134,23,9
15.199,114.713,-557.876,279148,12,7
-140.751,234.272,-469.35,279151,12,5
-116.238,374.966,459.03,279151,12,5
-64.674,199.263,421.885,279151,12,5
-211.38,146.696,443.758,279159,12,5
-162.488,238.661,-557.541,279160,12,6
-95.323,323.817,-450.994,279168,12,7
-161.261,363.75,-522.494,279171,13,7
-103.041,194.315,-570.622,279172,13,7
-343.015,380.808,523.642,279173,12,7
-31.833,244.751,-668.329,279176,12,7
-101.906,159.812,-418.833,279176,12,7
-204.641,119.834,-538.366,279185,13,6
-291.947,433.679,505.817,279196,13,5
-40.932,234.192,409.845,279205,13,6
-140.501,269.399,-596.608,279208,13,6
-111.453,277.257,-452.118,279210,13,5
71.481,146.976,515.113,279217,13,5
-76.408,123.269,-613.275,279219,13,6
-87.62,168.936,-505.118,279229,13,6
-200.472,245.026,-548.718,279233,13,6
-164.932,321.852,-631.079,279233,13,6
-86.512,44.494,-588.503,279233,13,6
-321.103,395.253,517.861,279234,13,6
-82.815,372.47,469.253,279239,13,6
-107.713,210.352,-489.353,279249,14,6
213.188,140.912,530.018,279256,14,6
-127.108,227.465,-544.663,279257,14,6
-112.38,272.576,-453.184,279257,14,6
-125.129,233.727,-539.892,279313,15,6
-153.949,214.101,-451.588,279340,15,6
-90.19,334.997,-448.645,279515,22,7
-163.391,282.098,-552.94,279516,22,7
-212.6,295.679,-629.644,279517,22,7
-166.41,386.146,401.033,279517,22,7
-94.776,308.152,-424.436,279518,22,7
-209.216,212.703,-602.223,279536,23,7
-146.344,192.681,-580.243,279536,23,7
-69.557,91.225,-631.889,279551,23,7
-75.054,76.539,-641.759,279552,23,7
-143.34,175.35,-590.833,279593,12,7
-280.916,185.415,-643.129,279599,12,7
-123.462,333.967,438.055,279600,12,5
-98.481,194.674,-497.017,279614,12,5
-86.192,137.112,-562.437,279622,13,6
-286.284,264.407,-538.378,279627,13,7
-101.885,183.905,-291.148,279637,13,6
-72.974,164.139,-553.472,279638,13,6
-199.916,210.182,-599.75,279643,13,7
-63.546,249.068,-637.166,279643,13,7
-56.626,139.634,-506.504,279650,13,6
-253.393,428.346,488.285,279654,13,5
-32.012,43.732,-541.133,279657,13,7
-78.315,222.944,-439.643,279660,13,7
-194.953,334.493,-469.44,279661,13,7
-194.652,152.147,-624.287,279667,13,6
-75.717,110.354,-557.007,279667,13,6
-62.557,250.713,-614.102,279667,13,6
-195.561,197.582,-612.304,279673,13,6
-60.309,250.367,-635.831,279677,13,5
-71.961,117.075,-373.087,279677,13,5
-93.279,148.867,-663.551,279679,13,5
-334.098,384.697,522.404,279686,13,6
-104.791,174.191,-434.463,279687,13,6
-101.254,186.982,-573.524,279688,13,5
-52.57,71.099,-548.145,279697,13,6
-20.498,333.558,-323.5,279699,14,6
-144.36,214.784,-517.08,279707,14,6
-27.19,200.553,-538.439,279718,14,6
-137.596,223.452,-579.381,279721,14,6
-62.743,204.38,-526.214,279732,14,6
-93.862,297.175,368.792,279733,14,6
-50.305,138.399,-572.459,279734,14,6
-151.223,256.274,-643.462,279741,14,6
-175.025,256.482,-625.671,279752,14,6
-26.233,230.033,-583.073,279757,14,6
-236.812,314.833,-476.561,279757,14,6
-115.035,222.836,-507.835,279815,15,6
-181.635,279.026,-545.343,279979,22,7
-159.81,256.426,-503.161,279979,22,7
-99.125,312.243,-452.42,279984,22,7
-179.044,203.358,-577.652,279994,22,7
-188.042,234.954,-520.112,280000,22,7
-85.669,321.764,-476.401,280002,22,7
-187.978,206.099,-567.027,280012,22,7
-233.975,296.188,-475.52,280030,12,7
-55.932,137.828,-506.031,280042,12,9
-229.926,234.643,-506.502,280047,12,7
-130.543,258.739,-655.064,280049,12,7
-24.613,335.837,-522.378,280052,12,7
-118.958,253.565,-671.406,280054,12,7
-246.61,319.094,-681.381,280055,12,9
-147.304,331.595,-520.861,280055,12,9
-98.583,210.021,-461.045,280070,12,7
-174.474,130.53,-548.248,280089,12,5
87.013,120.864,531.036,280089,12,5
-182.567,206.228,-565.669,280097,12,7
-89.111,206.356,-386.547,280102,13,7
-87.661,193.293,-519.579,280103,13,7
-220.654,102.655,459.174,280104,13,5
-9.326,193.599,-401.623,280104,13,5
-153.068,202.898,-565.358,280110,13,7
-116.878,276.722,-97.762,280110,13,7
-24.558,90.99,-519.005,280115,13,5
-84.836,206.961,-520.175,280120,13,7
-216.85,178.282,434.402,280130,13,5
-102.253,183.987,-580.644,280133,13,7
-96.876,295.06,-562.252,280133,13,7
-53.782,132.962,-509.764,280133,13,7
-113.52,209.001,-508.645,280140,13,7
-86.512,44.494,-588.503,280141,13,6
-119.784,103.464,-624.791,280142,13,7
-81.495,335.137,-582.944,280145,13,7
-194.006,161.331,-621.062,280151,13,6
-77.513,132.007,-607.453,280151,13,6
61.141,251.479,-605.169,280152,13,5
131.643,333.929,475.889,280152,13,5
-81.258,122.361,-560.314,280154,13,6
-111.832,283.357,-75.623,280156,13,5
-93.53,173.843,-572.599,280157,13,6
-106.117,208.127,-488.748,280157,13,6
-66.755,159.551,-503.974,280167,13,6
-229.509,166.869,-649.802,280169,13,7
-235.289,310.957,-515.984,280170,13,6
-157.992,156.66,-561.833,280170,13,6
-109.848,76.4,-549.658,280189,14,6
-82.861,204.512,-341.046,280197,14,6
-148.0,251.393,-470.963,280233,14,6
-45.77,280.283,-601.925,280237,14,6
-138.443,221.397,-519.747,280251,15,6
23.682,358.685,-628.541,280279,15,6
-163.606,223.578,-522.659,280294,15,6
-150.268,389.261,407.412,280313,15,5
-151.181,228.705,-565.624,280431,22,7
-75.552,208.738,-319.651,280445,22,7
-188.324,260.873,-481.279,280457,22,7
-38.591,198.351,-614.55,280459,22,7
-9.878,164.287,-539.887,280468,22,7
-176.23,297.417,-584.549,280473,22,7
-101.692,128.649,-452.536,280474,22,7
-270.296,204.154,-610.521,280482,12,7
-17.486,135.063,-538.592,280493,12,7
-186.975,125.42,-546.412,280504,12,7
-194.198,357.514,-580.252,280507,12,7
-228.82,311.67,-638.819,280508,12,7
-49.743,128.956,-510.682,280551,13,6
-96.024,359.156,408.485,280552,13,5
7.996,188.046,-588.023,280556,13,9
7.697,102.558,-561.901,280560,13,5
-229.111,314.73,-640.143,280562,13,7
-74.899,203.656,-579.267,280562,13,7
-118.657,276.957,-187.547,280562,13,7
-87.133,317.06,-582.227,280563,13,7
-221.897,157.922,-659.285,280565,13,7
-116.038,311.746,181.642,280565,13,7
-145.53,293.206,-619.462,280566,13,7
-164.262,476.971,497.928,280566,13,7
-167.147,267.601,-568.827,280567,13,7
-131.439,324.158,281.095,280570,13,5
-72.736,113.495,-620.425,280572,13,5
-191.294,201.872,-581.57,280574,13,7
-146.344,192.681,-580.243,280578,13,6
-161.224,111.693,-695.409,280579,13,6
-165.163,196.616,-440.944,280579,13,6
-224.345,164.932,-412.97,280582,13,6
-105.342,173.455,-434.267,280582,13,6
-111.942,273.476,-453.226,280589,13,6
-99.06,172.604,-565.729,280594,13,6
-252.493,338.043,-485.407,280602,13,7
-151.945,234.736,-604.447,280609,13,6
-94.404,150.709,-661.264,280609,13,6
-104.069,89.38,-558.484,280611,13,6
-100.075,182.363,-569.709,280611,13,6
-203.703,234.018,-503.137,280611,13,6
-163.828,197.748,-441.653,280611,13,6
-74.792,116.863,-617.179,280615,13,6
-204.038,204.545,-561.645,280624,14,6
-111.549,259.452,-341.762,280626,13,6
-12.059,225.903,-585.921,280644,14,6
220.839,139.687,533.744,280644,14,6
-203.006,292.802,-649.255,280649,14,6
-92.923,303.108,-557.753,280672,14,6
-303.431,181.506,-656.863,280908,22,7
-157.663,261.765,-474.411,280914,22,7
-136.897,305.278,-508.225,280919,22,7
-183.794,272.347,-546.641,280935,22,7
-118.158,20.184,-685.069,280937,12,9
-162.677,122.575,-517.368,280948,12,7
-27.279,244.662,-674.698,280948,12,7
-16.336,195.651,-405.853,280954,12,7
-103.987,194.131,-486.874,280959,12,7
-101.648,133.286,-453.954,280963,12,7
-271.483,190.076,-633.002,280974,12,7
-102.247,197.583,-491.544,280978,12,7
-155.637,378.955,388.247,280982,12,5
-30.018,138.339,-537.542,280990,12,7
-104.791,174.191,-434.463,280991,12,7
-151.823,102.713,-694.028,280996,12,7
-128.029,254.364,-511.943,281001,12,6
-55.126,159.654,-530.938,281003,12,7
-78.628,198.199,-453.268,281003,12,7
-104.092,199.39,-488.387,281005,12,7
-36.123,154.137,470.471,281006,13,7
-181.312,76.5,-509.885,281010,13,7
-97.316,153.36,-647.211,281010,13,7
-188.436,268.579,-622.635,281013,13,7
-85.327,152.97,-494.466,281023,13,6
-77.415,196.369,-456.114,281023,13,6
-34.546,107.427,-517.886,281023,13,6
-117.916,101.244,-627.436,281026,13,7
-83.957,41.962,-587.296,281026,13,7
-178.466,207.213,-565.694,281029,13,7
-10.226,193.771,-599.27,281034,13,7
-87.69,172.545,-505.748,281036,13,5
-229.555,170.013,-631.25,281037,13,6
-100.973,285.384,-566.226,281037,13,6
-142.561,292.511,-493.577,281037,13,6
-84.96,42.284,-587.689,281037,13,6
-133.1,284.879,-465.532,281037,13,6
-1.226,162.475,-508.382,281042,13,7
-250.092,320.21,-679.677,281044,13,7
-186.467,326.607,-582.534,281044,13,7
-136.35,318.321,-390.475,281048,13,7
-271.45,202.534,-610.623,281051,13,6
-72.004,103.81,-553.469,281051,13,6
-149.442,221.066,-458.265,281054,13,6
88.83,352.825,467.778,281056,13,5
-43.292,150.17,-534.256,281060,13,7
-131.058,149.85,-594.541,281065,13,5
18.372,184.773,-581.447,281067,13,5
-70.654,162.572,-501.907,281071,13,6
2.089,104.976,-565.272,281073,13,5
-157.184,190.626,-564.902,281074,13,6
-101.237,163.915,-621.015,281074,13,6
-120.078,248.318,-584.11,281074,13,6
-54.789,216.872,418.307,281075,13,6
-45.166,224.208,427.94,281075,13,6
-221.309,177.796,-623.765,281078,10,6
-139.4,356.794,-499.452,281079,10,6
18.41,198.362,440.413,281088,14,5
-260.444,272.079,-554.951,281090,14,6
-142.089,408.944,459.785,281094,14,5
-95.02,364.136,409.338,281099,14,5
-49.045,195.701,-332.564,281099,14,5
-72.461,164.753,-501.481,281105,14,5
-161.543,364.323,-523.616,281107,14,6
209.997,143.288,530.91,281114,14,6
-129.104,259.145,-647.734,281116,14,6
-126.735,253.783,-479.925,281117,14,6
-144.352,415.689,468.892,281119,14,5
204.515,143.693,526.572,281119,14,5
-83.908,318.555,384.543,281122,14,5
-154.125,345.976,-348.197,281330,22,7
-304.77,307.238,-473.619,281332,22,7
-163.95,114.341,-692.669,281334,22,7
-111.766,209.598,-512.895,281337,22,7
-128.197,269.263,-468.616,281337,22,7
-99.768,169.18,-477.132,281341,22,7
-204.553,125.328,-636.147,281350,22,7
-166.446,265.841,-568.106,281350,22,7
25.96,239.942,-599.153,281350,22,7
-185.776,206.366,-608.976,281351,22,7
-163.61,380.803,396.369,281355,22,7
-177.53,295.583,-476.264,281366,22,7
-35.677,178.541,-554.337,281389,12,7
-151.035,242.086,-436.359,281408,12,9
-214.48,384.802,-583.362,281433,12,7
-122.897,126.878,-588.368,281445,13,5
-119.452,243.145,-394.82,281449,13,6
-114.435,249.468,-382.931,281449,13,6
-25.593,193.272,-622.505,281450,9,6
-164.859,316.453,-704.439,281454,13,7
-117.434,18.361,-685.119,281458,13,9
-11.559,191.419,-631.004,281459,13,5
-62.596,332.133,-533.893,281463,13,7
-136.476,324.915,472.727,281466,13,5
-55.401,275.401,-597.684,281469,13,7
-196.28,408.636,453.823,281469,13,7
9.034,201.033,438.535,281469,13,7
-122.954,318.822,243.718,281471,13,5
-53.66,226.193,429.517,281472,13,6
-226.7,162.686,-657.589,281479,13,7
-162.237,215.534,-595.835,281482,13,7
-1.308,161.787,-536.934,281483,13,6
-87.084,241.216,-577.686,281484,13,7
-128.39,208.69,-519.384,281485,13,7
-163.714,254.115,-570.574,281489,13,6
-144.774,224.148,-459.785,281490,13,7
-84.423,135.718,-490.894,281491,13,5
-64.184,250.688,-610.814,281496,13,7
-38.814,230.308,-581.688,281498,13,6
-142.409,162.941,-594.94,281499,13,5
-219.893,165.256,-413.052,281502,13,6
-14.69,499.772,468.027,281506,10,5
-38.852,198.565,-325.071,281508,10,6
-293.029,202.698,-612.714,281511,13,6
-96.876,295.06,-562.252,281523,10,6
-61.132,273.34,-413.698,281539,10,6
23.414,256.223,-522.698,281584,11,6
-136.108,333.485,-467.098,281749,22,7
-154.101,257.523,-474.219,281771,22,7
-74.553,117.45,-378.075,281775,22,8
-84.215,243.511,-578.11,281780,22,8
-133.908,316.864,-407.546,281793,22,8
-88.488,130.229,-560.843,281797,22,7
-219.184,202.089,-555.92,281806,22,7
-154.753,235.182,-560.864,281806,22,7
-232.998,168.52,-640.182,281809,22,7
-188.112,305.759,-472.519,281844,12,7
-45.972,123.841,-509.417,281845,12,7
-92.105,211.385,-451.648,281848,12,7
-133.468,346.297,315.799,281859,12,7
-73.774,408.568,479.647,281867,9,7
-110.988,102.726,-588.738,281874,9,7
-103.889,285.6,-450.057,281875,9,7
-142.684,355.984,356.659,281875,9,7
21.26,198.693,441.918,281879,9,7
-121.804,260.593,-461.505,281881,9,7
147.732,168.044,506.192,281881,9,7
-193.247,259.939,423.962,281883,9,7
-220.726,80.911,466.377,281887,9,5
-236.1,279.656,477.12,281887,9,5
-115.491,276.583,-198.325,281887,9,5
-62.621,349.233,474.555,281887,9,5
29.963,198.444,444.076,281887,9,5
-94.654,400.391,472.978,281890,9,5
-149.291,340.039,-521.089,281892,9,7
-88.369,293.913,373.537,281893,9,5
-157.48,377.704,385.072,281895,9,5
-197.096,340.158,-465.658,281896,9,6
-136.281,323.683,-496.784,281903,9,6
-102.1,207.009,-511.308,281906,9,7
-65.358,151.292,-503.655,281907,13,6
-39.802,111.472,-515.557,281907,13,6
-116.817,314.359,219.946,281908,9,6
-137.393,355.297,-498.871,281909,9,6
127.136,161.083,505.716,281913,9,7
-68.018,105.885,-627.804,281917,9,6
-151.035,242.086,-436.359,281918,9,6
-161.771,242.904,-447.75,281919,9,6
-122.477,318.592,243.003,281921,9,5
-144.805,300.909,-493.814,281924,13,7
-171.696,276.116,-574.498,281928,13,7
-287.508,201.807,-612.681,281929,13,6
-240.698,194.036,-613.328,281929,13,6
-110.296,272.676,-570.705,281931,13,6
-213.72,419.627,473.331,281934,13,5
-248.221,323.877,-510.159,281935,9,6
-132.544,288.529,-463.184,281936,13,5
-9.716,193.189,447.639,281936,13,5
-115.228,244.661,-696.789,281941,13,6
-221.928,75.574,468.742,281941,13,6
-190.631,180.63,-424.215,281941,13,6
96.308,349.658,468.718,281945,10,5
-139.342,157.153,-602.418,281955,10,6
-136.408,239.345,-414.095,281956,10,6
-112.31,219.71,-382.337,281965,10,6
-173.81,251.025,-548.114,281973,10,6
-137.438,320.963,-496.013,281974,10,6
-55.624,410.717,478.39,282061,11,5
138.205,332.113,477.198,282061,11,5
-76.065,249.471,-570.15,282190,22,8
-60.15,305.118,-321.694,282190,22,8
-142.497,313.416,-507.813,282191,22,7
-236.097,303.672,-476.443,282193,22,7
-164.66,223.393,-522.556,282202,22,7
-87.185,46.254,-588.886,282202,22,7
-196.997,265.487,-537.356,282209,22,7
-103.615,235.136,-571.286,282211,22,8
-232.278,169.39,-636.781,282220,22,7
-166.678,390.121,409.056,282224,22,7
-182.64,207.343,-604.743,282227,22,8
-182.856,299.073,-677.689,282234,22,8
-145.984,384.125,-500.57,282234,22,8
-239.513,213.933,-602.902,282240,22,7
-218.594,119.679,454.161,282240,22,7
-102.821,206.483,-564.763,282243,22,8
-138.35,223.227,-559.834,282245,22,8
-67.941,93.367,-632.091,282247,22,7
-104.373,198.51,-487.542,282247,22,7
-132.124,290.045,-464.081,282262,8,9
-99.951,160.738,-475.486,282262,8,9
-214.972,420.265,473.328,282263,8,7
-216.745,306.576,-655.379,282273,8,7
-62.42,198.267,-576.39,282277,8,7
-108.293,186.634,-446.049,282277,8,7
-161.292,238.627,-556.778,282282,8,7
-117.575,285.131,-46.325,282283,8,7
-75.845,286.459,-320.815,282304,9,7
-69.914,328.853,-537.543,282310,9,7
-177.846,203.622,-607.206,282313,9,9
-128.742,367.76,480.033,282315,9,7
-114.143,401.135,456.471,282316,9,7
-79.357,446.524,485.741,282320,9,7
-42.157,270.796,-553.63,282324,9,6
-312.238,285.554,-576.768,282326,9,7
-207.582,287.745,-630.263,282326,9,7
-181.38,297.054,-675.398,282326,9,7
-188.829,205.461,-610.216,282327,9,5
-236.738,236.83,-504.03,282330,9,7
100.785,346.381,469.935,282330,9,7
-22.592,318.629,-531.219,282333,9,5
-108.168,358.138,419.818,282333,9,5
-119.229,444.274,510.821,282333,9,5
-3.479,207.679,434.805,282333,9,5
-87.133,317.06,-582.227,282338,9,6
-23.296,313.256,-530.97,282342,9,5
-146.805,333.548,-366.798,282342,9,5
-126.611,255.484,-591.266,282346,9,7
-85.808,311.79,-554.241,282348,9,7
-114.68,269.141,-232.911,282350,9,7
-120.144,226.151,-557.401,282353,9,6
-145.952,281.166,-600.281,282353,9,6
-145.53,293.206,-619.462,282353,9,6
-198.2,280.181,-627.491,282357,9,7
-159.511,272.036,-532.444,282363,9,6
-76.814,364.699,472.525,282364,9,7
-51.579,226.108,429.258,282365,9,5
-47.614,153.772,-534.057,282374,10,7
-189.489,324.894,-538.243,282375,10,7
-154.372,292.05,446.892,282376,10,5
-121.653,228.885,-431.513,282379,10,6
-35.478,481.127,464.206,282384,10,5
-136.927,341.566,-465.488,282386,10,6
-127.194,238.922,-411.593,282412,10,6
-94.662,205.521,-434.669,282412,10,6
178.412,313.119,486.465,282415,10,5
-118.343,225.747,-425.077,282419,10,6
