x,y,z,neuron_id,column,celltype
-76.19,202.749,-577.527,523410,8,1
-23.766,171.89,-547.315,523410,8,1
-66.917,157.065,-502.353,523410,8,1
-111.352,284.507,-72.077,523411,4,1
-337.046,275.187,-590.045,523418,8,4
-11.227,409.687,476.007,523425,8,4
-195.067,275.898,-640.054,523447,8,4
-268.628,200.464,-532.699,523459,8,1
-273.452,281.068,-501.185,523459,8,1
-211.793,293.958,-629.673,523463,8,4
-160.943,369.07,-522.438,523466,8,1
-129.311,371.025,481.88,523470,8,4
-259.605,431.938,492.779,523491,8,1
-190.727,264.89,423.323,523496,8,1
-168.84,203.911,-359.386,523497,8,1
-17.234,496.572,466.545,523499,8,1
-104.868,188.976,-300.697,523500,8,1
-106.622,256.785,-436.769,523501,8,1
-87.825,168.613,-575.262,523507,9,1
-116.878,276.722,-97.762,523508,9,1
-265.191,208.441,-609.711,523512,9,1
-130.551,434.253,496.436,523512,9,1
-140.125,224.878,-579.56,523514,9,1
13.304,200.728,-548.454,523514,9,1
-107.949,297.051,84.68,523515,9,1
-50.172,233.711,-583.557,523524,9,1
-116.177,279.404,-121.593,523528,9,1
-142.865,207.31,-520.093,523531,9,1
-59.46,394.729,-591.996,523532,9,1
-137.675,430.365,479.693,523535,9,1
-120.952,439.811,506.293,523535,9,1
-209.042,235.995,-505.906,523536,9,1
-272.896,202.429,-610.253,523541,9,1
-188.844,307.867,-470.852,523547,9,1
-121.336,319.089,294.252,523550,9,4
-70.211,429.014,455.829,523550,9,4
-98.481,194.674,-497.017,523555,9,4
-152.471,371.316,375.968,523557,9,4
-106.051,178.649,-438.97,523557,9,4
-106.719,290.352,56.508,523557,9,4
-228.145,208.472,432.115,523558,9,3
-96.577,304.417,-461.332,523561,9,4
-179.22,260.673,-481.692,523562,9,4
-111.448,325.759,318.19,523564,9,4
-53.591,310.934,-325.675,523564,9,4
-91.095,378.324,467.553,523564,9,4
-222.395,423.351,477.512,523568,9,4
-236.216,427.816,482.055,523568,9,4
-81.003,196.898,-568.598,523569,9,3
-310.332,414.513,514.37,523570,9,4
-135.919,353.0,351.768,523570,9,4
-144.481,403.844,445.941,523570,9,4
59.578,367.244,460.556,523571,9,3
-145.016,428.989,476.948,523572,9,4
-93.305,384.104,413.712,523572,9,4
-107.062,295.092,69.956,523578,9,4
1.5,388.81,450.72,523578,9,4
-127.89,336.546,474.878,523580,9,4
-95.143,400.25,467.261,523580,9,4
-94.546,120.111,468.366,523581,9,4
-156.363,211.558,-450.229,523583,9,3
-104.686,307.224,358.206,523586,9,4
-47.64,410.985,478.156,523588,9,3
-111.464,290.271,-13.31,523590,9,4
-110.592,294.324,43.292,523590,9,4
-154.477,385.795,396.341,523591,9,4
-32.676,159.899,467.285,523595,9,4
-131.944,305.824,-466.765,523597,9,4
-117.663,278.525,-114.49,523598,9,4
-76.36,416.999,451.344,523598,9,4
-125.635,263.628,-463.099,523599,9,1
-99.895,167.063,-477.105,523601,9,4
-16.234,357.796,-512.26,523601,9,4
-2.869,389.495,451.109,523602,9,1
-97.797,348.228,403.036,523610,9,4
-4.316,199.154,443.448,523612,9,1
-112.31,219.71,-382.337,523617,9,1
-139.151,354.281,-462.151,523621,9,1
-183.91,373.847,-503.645,523622,9,1
-66.768,192.057,423.286,523622,9,1
-75.85,362.559,-588.276,523624,9,1
-78.774,351.549,-584.843,523632,9,1
-179.887,452.221,516.038,523637,9,1
-197.855,255.489,423.951,523656,10,1
-68.979,280.344,390.404,523657,10,1
-128.428,286.854,-436.088,523665,10,1
-100.517,168.236,-612.071,523675,10,2
-79.577,345.434,-585.608,523678,10,1
-161.462,254.802,-477.001,523678,10,1
-168.365,203.334,-358.398,523679,10,1
-105.125,416.911,484.622,523679,10,1
-76.464,407.48,479.862,523679,10,1
-72.837,324.143,-541.04,523688,10,4
-77.658,271.771,-418.951,523696,10,2
-5.33,408.213,476.216,523702,10,4
-186.83,316.893,-540.813,523709,10,2
-116.503,311.061,176.871,523718,10,4
-17.434,356.573,-511.377,523727,10,2
31.532,184.836,-578.997,523728,10,2
-138.44,211.023,-519.68,523729,10,2
-40.449,196.591,-416.553,523729,10,2
-22.41,217.127,427.148,523734,10,2
-266.627,274.291,-556.319,524020,21,4
-233.418,291.11,-475.935,524132,21,1
-155.024,248.735,-633.909,524160,4,4
-167.082,502.236,512.774,524172,4,1
-217.91,391.624,-583.191,524201,4,4
-69.144,118.212,-369.387,524217,4,4
-175.124,211.008,-601.326,524218,4,4
-111.896,289.695,30.249,524226,4,1
-77.662,202.622,-341.084,524230,4,1
-108.511,297.494,93.32,524236,4,1
-134.76,311.94,-414.792,524241,4,1
-164.141,381.621,396.704,524292,9,1
-203.459,185.344,-593.475,524293,9,1
-121.336,319.089,294.252,524298,5,4
-140.242,160.648,-594.088,524304,9,1
-129.688,313.946,434.479,524309,9,1
-75.601,395.994,451.869,524309,9,1
-1.257,206.78,434.641,524309,9,1
-21.891,331.917,-326.502,524309,9,1
23.502,90.78,-554.339,524314,9,1
-107.741,304.405,126.848,524315,9,4
-116.265,311.768,203.438,524315,9,4
-122.592,319.046,283.756,524315,9,4
-95.696,301.171,366.186,524315,9,4
-94.874,368.669,409.201,524315,9,4
-47.081,336.367,478.595,524315,9,4
-16.099,390.902,450.438,524315,9,4
-45.767,473.149,461.554,524315,9,4
-119.98,242.389,-451.603,524321,9,1
-272.896,202.429,-610.253,524323,9,1
-178.192,352.585,-646.071,524323,9,1
-89.963,213.614,-450.075,524330,9,1
-114.983,367.976,437.365,524335,9,1
-100.096,181.435,-569.039,524337,9,1
-128.652,307.188,432.234,524338,9,1
-207.234,414.726,469.104,524339,9,1
-87.618,309.699,-553.836,524344,9,1
-67.737,452.265,462.065,524348,9,1
-6.647,198.544,-545.424,524350,9,1
-147.536,389.682,-504.291,524352,9,1
-66.63,383.018,-589.52,524361,9,1
-155.637,378.955,388.247,524381,6,1
-255.86,425.922,519.533,524425,10,2
-87.579,81.531,-430.766,524425,10,2
-33.322,194.822,-418.542,524425,10,2
33.782,183.815,-580.942,524427,10,2
-193.782,326.556,-469.002,524441,10,2
-148.074,390.337,-505.038,524447,7,2
-87.35,326.861,-431.524,524447,7,2
-62.724,247.829,-567.277,524453,10,2
-143.386,200.422,-519.41,524847,4,1
-85.092,207.428,-519.947,524873,4,1
-160.888,261.252,-507.827,524873,4,1
-146.868,296.774,-620.004,524904,4,4
-13.647,304.382,-611.323,524926,4,4
-95.245,151.333,-410.672,524941,4,1
-105.384,208.879,-377.051,524944,4,4
-75.473,118.803,-380.175,524946,4,4
-173.915,282.502,425.666,524953,4,1
-25.919,355.017,-507.702,525142,6,2
-23.625,355.153,-509.124,525151,6,4
-31.727,354.843,-506.269,525168,6,1
0.756,316.904,-618.754,525172,7,2
-301.887,283.879,-574.963,525477,21,4
-155.459,286.841,404.643,525570,4,1
-45.327,248.263,403.027,525570,4,1
-117.362,279.003,-177.901,525591,4,4
-193.97,164.365,-621.295,525604,4,4
-113.115,221.764,-368.42,525614,4,4
-219.869,200.443,-554.319,525665,4,4
-158.849,287.267,408.584,525671,4,1
-127.178,285.145,-438.328,525809,6,4
-154.477,385.795,396.341,525812,6,1
-23.722,411.24,477.57,525851,6,4
-49.219,258.189,397.866,525906,7,2
-110.774,217.39,-380.326,525979,7,2
-165.513,287.431,410.595,526175,21,1
-134.905,353.432,325.719,526212,21,3
-221.811,249.323,-549.571,526249,21,1
-91.128,310.973,-424.847,526284,20,1
-153.732,236.584,-607.684,526351,4,4
-104.553,258.765,-436.406,526522,6,4
-215.097,245.586,-543.789,526921,21,1
-206.336,414.883,468.28,526932,21,1
-109.272,407.767,484.443,526992,20,1
-68.368,448.916,459.963,527004,20,1
-122.432,320.3,257.232,527121,5,4
-180.019,357.637,-640.986,527148,5,1
-31.293,346.501,-504.344,527150,5,4
-124.048,357.438,478.221,527205,5,2
-107.362,298.906,110.893,527377,7,1
-252.031,326.666,-508.537,527781,4,4
-163.016,243.039,-616.357,527781,4,4
-150.978,344.507,-351.524,527789,4,1
-238.564,427.361,482.394,527798,4,1
-5.028,313.246,-614.829,527865,5,4
-76.993,247.53,-570.753,527957,6,2
-108.153,273.825,-449.973,527963,6,4
-134.583,350.505,321.497,528006,7,1
-151.752,259.996,-658.667,528086,7,2
-166.643,285.317,-557.584,528404,4,1
-153.833,240.19,-438.415,528445,4,1
-118.27,276.953,-190.11,528445,4,1
-162.544,473.195,495.735,528452,4,1
-105.384,208.879,-377.051,528725,7,2
-90.405,323.702,387.781,528747,7,1
-74.611,347.132,-431.234,529133,5,1
-127.178,285.145,-438.328,529176,5,1
-77.02,339.653,-432.495,529176,5,1
-84.363,345.278,-437.057,529210,5,1
-38.816,354.419,-504.09,529242,6,2
-112.369,310.135,153.783,529264,6,2
-143.339,315.049,-508.5,529273,6,1
-185.246,287.923,-683.088,529390,7,2
-114.364,277.1,-163.078,530011,7,1
-137.404,350.775,-462.655,530498,2,2
196.039,306.599,487.422,539071,17,1
-39.466,196.529,-417.959,539684,18,1
197.09,146.852,523.759,539710,18,3
56.258,169.505,494.895,539721,18,2
-35.956,153.064,473.097,540218,17,2
-27.611,166.17,463.613,540218,17,2
-162.088,286.325,451.855,540267,18,2
-174.034,392.825,420.826,540797,16,1
18.909,193.813,463.605,540934,17,1
-219.35,122.558,453.877,540955,17,2
-123.69,317.855,278.046,541479,16,1
-32.908,226.686,417.794,541650,17,1
19.602,193.161,463.549,541650,17,1
-29.441,222.709,422.798,541678,17,2
30.114,189.538,469.263,541715,17,1
-35.887,150.941,467.211,542421,17,1
208.894,142.954,530.219,542551,18,2
-169.715,102.457,-519.658,543017,23,2
-185.884,125.731,-545.907,543017,23,2
-56.596,143.192,-504.674,543071,23,2
166.1,318.735,487.08,543288,17,1
95.799,110.069,538.611,543379,17,1
-107.741,304.405,126.848,543400,18,1
-110.295,216.579,-359.24,543421,18,1
53.551,171.903,493.915,543504,18,2
-169.807,103.337,-519.943,543886,23,2
-182.67,70.043,-511.197,544006,16,2
-124.874,323.631,259.946,544906,16,1
-3.479,207.679,434.805,545023,17,2
-23.936,197.156,-587.005,545630,23,2
-267.403,269.13,491.216,545692,16,1
-36.477,153.556,470.59,545921,17,2
164.435,319.53,486.466,545924,17,1
-45.328,246.893,405.976,545938,18,1
-151.425,296.841,452.198,546004,18,2
-161.705,126.52,-518.694,546332,23,2
-149.242,170.452,-519.324,546392,23,2
-107.158,86.574,-556.693,546421,23,1
-109.272,407.767,484.443,546445,23,3
-78.216,406.923,479.748,546445,23,3
-92.408,127.483,467.742,546453,23,3
-0.293,202.683,440.71,546468,23,1
-110.571,259.878,-341.262,546582,13,1
-114.084,260.942,-300.863,546582,13,1
-146.607,313.582,-496.923,546607,13,1
-293.544,291.241,-478.79,546608,13,2
-117.555,247.089,-583.634,546608,13,2
-32.398,104.31,-518.284,546608,13,2
-121.965,250.201,-585.173,546619,13,2
-143.351,115.05,-677.124,546626,13,1
-95.507,97.776,-559.463,546626,13,1
-153.183,252.642,-637.697,546627,13,2
-23.736,173.394,459.799,546677,17,2
-53.152,198.391,-576.677,546688,14,2
-118.196,89.439,-634.207,546697,14,2
-41.531,112.56,-514.624,546705,14,1
77.777,186.471,465.832,546803,18,2
-178.423,127.894,-548.499,547105,23,2
-71.568,408.658,479.015,547145,23,3
-8.235,110.718,-569.116,547148,23,2
-144.246,414.362,467.779,547277,12,2
-77.651,206.028,-320.661,547310,13,1
27.12,190.2,466.049,547333,13,1
-106.981,94.115,-590.19,547334,13,2
-85.111,239.063,-577.302,547340,13,1
-169.1,204.453,-360.764,547350,13,1
-158.222,267.171,-517.805,547359,13,2
-76.52,272.27,-417.584,547360,13,2
-147.74,289.987,394.075,547361,13,3
-107.492,297.927,106.256,547362,13,3
-197.705,235.168,-498.563,547365,13,1
-85.855,342.185,-443.295,547366,13,2
-79.577,129.412,-388.615,547372,13,4
-8.184,193.533,-402.301,547372,13,4
-89.924,317.6,374.513,547382,13,1
-220.271,85.111,464.318,547387,13,1
-84.709,398.115,451.69,547387,13,1
-112.978,288.725,24.487,547388,13,1
11.458,196.514,452.569,547388,13,1
-174.977,284.866,-578.093,547409,13,1
-66.992,205.087,-526.744,547421,13,2
-136.589,284.187,-506.012,547424,13,2
-143.886,145.422,-627.895,547435,14,2
-78.156,159.156,-573.437,547435,14,2
-16.467,168.31,-542.127,547460,14,2
-92.609,172.964,-574.086,547517,14,2
79.518,134.868,523.149,547528,14,1
-141.586,224.594,-561.148,547534,14,1
-115.363,245.561,-581.525,547543,14,1
0.859,197.026,-442.856,547545,14,2
-84.576,158.412,-590.306,547914,23,1
-158.065,249.506,-463.373,548075,12,1
-157.99,289.153,451.52,548076,12,2
-140.153,158.237,-598.973,548087,12,1
-85.936,178.449,-500.425,548090,12,2
-193.435,359.267,-516.527,548096,12,2
-246.175,243.169,-524.444,548102,12,2
-81.939,174.352,-501.892,548108,12,2
-228.156,252.07,-530.04,548109,12,2
-155.733,248.844,-456.965,548112,12,1
-68.096,100.181,-629.728,548113,12,1
-91.033,190.699,-524.753,548113,12,1
-67.314,102.093,-630.388,548117,12,1
-119.913,241.59,-451.741,548117,12,1
-99.781,94.127,-559.599,548119,12,1
-89.631,195.631,-517.084,548119,12,1
-217.003,168.783,438.299,548129,12,2
-205.319,245.842,425.405,548129,12,2
2.339,156.987,-514.857,548138,13,2
-190.976,269.894,460.809,548140,13,1
-190.266,268.02,457.5,548140,13,1
-107.944,149.976,-460.83,548140,13,1
-74.951,235.202,435.605,548155,13,3
-106.999,222.139,-411.557,548159,13,1
-63.47,200.164,-405.853,548163,13,2
-88.342,317.623,379.953,548175,13,4
-175.544,289.959,-476.16,548176,13,4
-106.968,314.405,342.752,548187,13,3
-191.437,454.441,519.675,548198,13,3
-96.353,340.921,399.014,548198,13,3
-96.549,209.146,-425.799,548204,13,2
32.81,188.12,469.523,548206,13,1
35.444,197.743,446.918,548214,13,1
-107.646,273.105,-449.467,548218,13,4
-67.637,191.611,423.101,548237,13,3
-88.5,319.234,-428.081,548243,13,2
-151.485,148.412,-522.998,548251,13,1
-119.116,53.629,-646.66,548258,13,2
-103.51,171.432,-428.702,548259,13,1
-284.749,197.069,458.66,548260,13,1
-183.066,487.427,513.413,548260,13,1
-88.643,322.242,-429.028,548268,14,1
-227.093,434.747,494.52,548279,13,1
-129.529,274.169,-466.357,548289,14,2
-66.022,209.286,-588.516,548329,14,1
10.36,186.855,-585.653,548340,14,3
-217.172,178.982,433.099,548349,14,3
60.972,193.147,458.776,548355,14,2
-68.477,158.818,-560.743,548360,14,2
-131.811,293.913,-466.469,548360,14,2
-163.114,282.469,415.584,548372,14,3
-154.372,292.05,446.892,548374,14,3
-208.11,415.211,469.12,548381,14,2
48.066,197.019,450.714,548392,14,2
55.11,194.406,454.746,548394,14,1
-100.319,177.952,-569.247,548403,14,1
-179.493,201.226,-606.924,548747,22,2
-220.451,89.415,462.931,548887,12,4
-61.994,202.664,418.915,548888,12,4
-222.566,249.859,-549.737,548895,12,2
-110.356,194.287,-458.501,548895,12,2
-115.641,277.865,-157.509,548904,12,3
-125.391,435.349,502.637,548927,12,3
-29.512,99.14,-519.978,548928,12,3
-294.918,192.494,461.545,548931,12,2
-146.283,325.323,-515.573,548942,12,1
-195.561,197.582,-612.304,548953,12,1
-105.857,294.176,-435.49,548953,12,1
-69.379,245.378,-572.431,548960,13,2
-42.219,273.085,-407.76,548961,13,2
-50.087,131.722,485.026,548977,13,1
-101.363,161.559,-420.62,548979,13,1
-248.655,429.33,487.138,548980,13,1
-135.314,356.208,331.138,548980,13,1
-110.224,280.232,-448.384,548993,13,4
-143.494,184.892,-521.461,548996,13,4
-69.171,187.227,424.834,549006,13,4
-159.359,252.874,-478.226,549010,13,4
-107.643,293.388,66.791,549018,13,4
-93.061,98.966,-444.161,549018,13,4
-102.816,182.411,-579.353,549034,13,3
-103.522,178.492,-482.168,549034,13,3
-264.355,240.873,-492.455,549038,13,2
-118.972,56.714,-646.817,549038,13,2
-53.293,155.041,-496.372,549045,13,4
-83.908,318.555,384.543,549047,13,4
-289.589,264.269,-539.221,549050,13,2
-75.384,117.668,-379.826,549062,13,3
-66.61,116.793,-366.86,549062,13,3
-114.983,310.25,158.961,549063,13,3
-115.163,311.246,198.14,549063,13,3
-272.758,201.228,-532.622,549080,13,2
-63.956,251.352,-625.328,549080,13,2
-11.77,127.119,-542.387,549081,13,2
-75.384,117.668,-379.826,549093,13,4
-261.173,201.246,-533.366,549096,13,2
-6.462,208.444,432.064,549102,13,3
-185.193,408.838,446.524,549106,14,2
-92.539,126.392,468.824,549111,14,2
-72.549,244.96,-572.616,549128,14,1
14.936,195.416,457.919,549140,14,3
-84.393,439.469,485.924,549167,14,2
-96.537,304.73,-461.114,549175,14,2
-55.126,159.654,-530.938,549183,14,3
-87.905,402.92,424.821,549235,14,2
-91.551,153.625,-562.216,549239,14,2
-150.481,218.411,-434.229,549653,22,1
-114.308,228.778,-419.817,549653,22,1
-129.103,147.642,-599.814,549675,23,1
-89.492,147.952,-563.636,549710,12,1
-227.955,206.257,431.956,549719,12,3
-100.231,308.324,362.693,549720,12,4
-316.06,403.743,514.255,549737,12,3
-30.451,175.447,-549.878,549746,12,2
5.377,199.612,449.434,549769,12,4
-198.694,268.936,460.478,549783,12,2
-180.501,260.805,-481.288,549793,12,1
-102.352,69.51,-550.773,549799,12,4
-155.994,292.568,453.048,549805,12,3
-36.11,151.914,473.862,549806,12,3
-95.203,115.497,475.707,549843,13,2
-108.511,297.494,93.32,549847,13,4
-39.55,197.966,-324.986,549872,13,4
-131.413,330.568,471.64,549882,13,4
-107.475,296.083,74.494,549883,13,4
-133.959,338.537,303.632,549883,13,4
-147.118,400.907,445.077,549888,13,1
-98.283,107.145,-446.877,549888,13,1
-296.302,266.175,-542.13,549892,13,2
-27.753,269.197,-403.562,549892,13,2
-123.269,338.473,440.476,549906,13,4
-51.374,127.817,487.99,549912,13,3
-44.849,244.882,405.741,549912,13,3
82.882,355.748,466.218,549912,13,3
-316.972,196.613,-494.934,549916,13,2
-20.69,331.467,-525.141,549916,13,2
-294.488,257.964,-533.665,549922,13,1
-121.518,260.346,-318.531,549922,13,1
-116.038,311.746,181.642,549940,13,3
-122.477,318.592,243.003,549940,13,3
-105.638,413.787,484.864,549940,13,3
-24.542,37.706,-538.412,549941,13,2
-98.149,207.397,-382.752,549941,13,2
-36.275,145.978,476.772,549943,13,2
-107.492,297.927,106.256,549953,13,4
-220.3,82.982,465.634,549966,13,3
-129.993,294.833,431.532,549968,13,3
-91.135,85.753,-439.417,549975,13,2
-155.661,251.737,-495.367,549989,13,1
-142.041,370.991,-457.323,549996,14,4
-44.531,198.39,-611.936,550007,14,3
-86.376,198.552,-568.745,550037,14,2
-99.512,235.513,-573.59,550049,14,1
1.522,195.769,-446.889,550054,14,2
-30.709,200.368,-538.294,550056,14,1
60.916,166.746,499.102,550092,14,2
-216.887,212.901,-601.227,550165,15,2
-91.097,195.649,-515.23,550533,22,1
-143.35,199.334,-520.174,550542,22,1
-18.836,255.314,-691.813,550546,22,2
-115.491,276.583,-198.325,550548,22,2
-208.451,171.311,-415.711,550567,22,1
-85.252,200.867,-446.769,550569,22,1
-256.034,337.489,-457.914,550577,22,1
-30.023,109.44,-591.971,550593,23,2
-115.035,222.836,-507.835,550605,12,2
-38.816,354.419,-504.09,550606,12,2
-97.75,165.451,-564.544,550608,12,1
-96.831,151.031,-654.818,550615,12,1
-329.802,387.278,519.841,550615,12,1
-214.877,131.134,450.362,550622,12,4
-267.403,269.13,491.216,550623,12,4
-254.325,236.298,-495.979,550637,12,2
-109.732,216.163,-357.168,550658,12,3
-81.78,202.863,-329.055,550671,12,1
-195.86,175.878,-421.807,550711,12,1
-124.061,234.647,-530.61,550733,13,1
48.066,197.019,450.714,550733,13,1
-87.891,173.606,-505.793,550740,12,1
183.824,153.268,517.865,550741,13,1
-1.257,206.78,434.641,550745,13,4
-190.632,266.135,424.769,550746,13,4
-78.957,126.992,-383.244,550758,13,4
-97.75,165.451,-564.544,550764,13,3
18.372,184.773,-581.447,550776,13,4
-116.817,314.359,219.946,550778,13,3
-141.713,409.258,465.633,550778,13,3
-146.114,216.656,-518.228,550780,13,1
-319.428,275.904,-544.996,550793,13,2
-65.387,244.829,-569.749,550793,13,2
-44.055,181.818,-556.737,550793,13,2
-115.097,278.105,-159.784,550800,13,4
-117.622,208.278,-510.779,550804,13,4
-116.165,271.0,-254.019,550813,13,4
-95.153,329.751,392.107,550813,13,4
-71.736,176.929,431.699,550817,13,4
-98.187,119.129,-453.465,550824,13,4
-0.533,197.681,-416.856,550838,13,3
-189.947,268.31,-638.926,550843,13,4
-90.352,101.227,484.309,550844,13,3
-67.243,197.203,-330.941,550845,13,2
-114.9,448.277,509.222,550848,13,1
-100.99,294.659,-455.375,550850,13,2
-141.542,356.025,356.209,550860,13,4
-131.944,305.824,-466.765,550861,13,2
-78.205,205.247,-392.246,550861,13,2
-107.362,298.906,110.893,550865,13,4
-76.733,72.405,-643.467,550873,13,1
-88.535,204.068,-572.253,550898,14,1
-86.992,319.314,-471.612,550934,14,2
17.076,344.566,-625.518,550935,14,2
98.001,107.386,540.608,550941,14,1
-90.358,171.461,-574.32,550960,14,2
-69.044,151.626,-573.498,550960,14,2
-52.607,274.986,-411.644,550960,14,2
-90.408,314.624,-466.672,550976,14,2
-219.993,98.951,460.558,550989,14,3
-87.222,129.527,-483.674,550992,14,1
-183.506,280.369,417.61,550996,14,3
-51.582,350.265,-498.825,551014,14,2
-211.124,204.429,-559.428,551040,15,2
-250.228,336.25,-491.08,551396,22,1
-96.926,243.799,440.201,551411,22,3
-191.306,314.18,-469.109,551457,22,4
-189.301,408.019,448.044,551507,12,2
-62.564,190.191,-562.186,551511,12,1
-105.21,297.763,-434.062,551549,12,3
-124.502,259.344,-464.933,551564,12,1
-226.349,251.51,-549.143,551573,12,1
-214.572,212.939,-602.175,551600,12,4
-2.042,118.876,-549.044,551602,12,2
-221.485,239.769,-515.219,551612,12,2
-84.836,206.961,-520.175,551613,12,1
-21.154,332.334,-524.857,551613,12,1
-255.816,213.001,-607.895,551617,12,4
-184.505,368.766,-505.206,551623,12,2
-112.009,255.919,-448.724,551625,12,1
-30.47,195.273,-419.63,551625,12,1
-122.137,238.438,-453.658,551631,13,1
-97.989,106.671,-446.695,551637,13,1
-117.035,280.128,-143.872,551640,13,4
-90.352,185.716,-513.703,551656,13,4
-107.492,297.927,106.256,551663,13,4
-87.492,318.475,382.522,551672,13,3
-184.072,269.441,-545.972,551674,13,1
-149.307,218.79,-440.597,551674,13,1
-33.449,105.929,-517.779,551680,13,4
-113.6,281.893,-132.415,551682,13,4
-110.731,253.382,-442.745,551684,13,4
-107.949,297.051,84.68,551685,13,4
-112.01,274.497,-452.823,551691,13,4
-53.006,262.098,396.611,551692,13,4
-100.658,304.9,360.925,551696,13,1
-107.492,297.927,106.256,551702,13,4
-127.352,256.516,-636.724,551703,13,2
-230.454,436.074,499.398,551709,13,1
-19.663,174.743,456.388,551711,13,3
-47.855,194.661,-330.017,551720,13,4
-90.618,188.762,-515.111,551724,13,3
-111.041,199.74,-464.064,551724,13,3
-70.894,116.935,-372.202,551724,13,3
119.648,163.64,502.553,551731,13,1
-108.895,297.836,89.205,551733,13,4
-45.959,152.895,-533.387,551736,13,3
-171.047,253.581,-623.421,551737,13,2
-76.316,350.393,-432.6,551737,13,2
-28.825,389.828,451.449,551749,13,3
-116.503,311.061,176.871,551759,13,3
-158.824,266.87,-516.247,551766,13,2
-119.655,225.861,-531.59,551772,13,1
-82.086,198.864,-575.889,551781,14,2
65.726,191.274,460.153,551817,14,2
-183.496,279.048,420.798,551832,14,3
-110.582,289.866,-16.677,551832,14,3
-95.507,97.776,-559.463,551847,14,2
-97.726,95.933,-559.929,551847,14,2
-44.437,150.42,-533.994,551852,14,2
54.182,171.347,494.671,551859,14,3
-196.565,268.258,459.218,551863,14,3
-107.492,297.927,106.256,551865,14,2
-44.927,151.182,-534.327,551893,14,2
-66.755,159.551,-503.974,552380,22,1
-213.396,60.351,475.664,552417,12,4
-144.194,146.642,-626.057,552437,12,1
-100.519,186.148,-573.465,552437,12,1
-166.22,244.695,-451.156,552437,12,1
-149.097,222.187,-457.908,552437,12,1
-152.026,370.158,374.065,552452,12,4
-1.226,162.475,-508.382,552459,12,2
-223.79,191.252,430.862,552462,12,4
-123.889,120.345,-614.149,552477,12,1
-214.44,281.124,-483.411,552477,12,1
-130.522,323.647,278.858,552515,13,1
-134.288,337.946,-498.198,552521,13,2
-115.529,228.585,-571.726,552523,13,2
-89.91,274.608,-329.23,552523,13,2
-88.837,82.104,-435.863,552524,13,1
-79.643,396.337,451.418,552525,13,2
-104.63,171.431,-430.283,552526,13,1
6.7,199.549,450.041,552526,13,1
-52.948,124.407,487.361,552534,13,1
-10.59,189.868,448.518,552534,13,1
-113.573,254.634,441.085,552541,13,4
-110.691,290.381,33.094,552553,13,4
-90.527,200.275,-570.467,552557,13,2
-160.584,263.288,-509.495,552564,13,2
-73.907,273.667,-416.052,552564,13,2
-74.951,235.202,435.605,552567,13,3
-74.648,282.903,384.036,552568,13,2
-160.39,286.576,410.128,552573,13,4
45.732,197.329,450.592,552577,13,1
-89.963,213.614,-450.075,552579,13,2
-111.472,295.12,45.751,552586,13,4
-115.736,284.856,-42.083,552599,13,1
-159.656,287.03,409.423,552602,13,4
-32.908,226.686,417.794,552604,13,4
-169.037,280.67,-477.285,552612,13,4
-163.391,282.098,-552.94,552621,13,2
-72.494,372.625,-588.343,552627,13,2
-94.59,378.838,412.707,552629,13,4
-135.899,289.065,-506.044,552634,13,4
-218.137,247.578,-551.128,552636,13,2
-70.284,232.805,430.867,552639,13,3
-116.508,232.093,-418.447,552641,13,1
-101.498,305.406,360.849,552648,13,4
144.807,172.712,505.1,552658,13,1
-136.113,287.843,-506.216,552660,13,2
-117.742,92.11,-631.291,552661,14,2
-145.187,280.664,-599.947,552677,14,1
24.437,90.762,-553.57,552680,14,3
-154.372,292.05,446.892,552691,14,3
15.777,194.855,457.753,552725,14,3
-121.094,238.182,-405.429,553122,22,1
-223.419,159.145,-658.918,553226,22,1
-59.638,143.114,-574.645,553240,12,1
-49.327,259.262,397.797,553250,12,4
-202.54,175.037,-421.468,553275,12,3
-123.269,228.046,-470.689,553303,12,1
-118.5,41.184,-661.636,553330,12,1
-88.297,398.205,453.387,553362,13,1
-39.087,140.897,479.267,553371,13,2
-117.742,92.11,-631.291,553375,13,2
-139.254,224.378,-579.865,553382,13,2
-48.818,257.341,397.952,553387,13,2
-183.193,263.558,-620.725,553392,13,2
-133.628,300.847,372.01,553394,13,4
-64.726,245.06,-568.35,553404,13,2
-89.45,335.823,-447.778,553404,13,2
-121.768,261.435,-461.695,553426,13,4
-106.62,279.061,-448.129,553426,13,4
-29.387,162.83,465.621,553426,13,4
-100.995,163.664,-425.426,553428,13,1
-159.271,272.395,-534.389,553429,13,2
-115.963,113.636,-587.379,553433,13,4
-177.41,259.166,-620.841,553434,13,2
-30.926,162.083,466.699,553438,13,1
-55.753,136.706,-506.243,553454,13,4
-68.981,169.793,438.028,553463,13,2
85.159,354.25,467.506,553475,14,2
-95.869,296.684,-562.512,553482,13,1
-150.268,389.261,407.412,553488,14,2
-116.458,401.587,456.481,553490,14,2
-29.399,193.23,-622.01,553492,14,3
-98.939,179.406,-569.557,553499,14,2
-260.02,340.536,-445.665,553927,22,4
-199.401,254.683,424.788,554043,8,1
-132.244,276.166,-508.943,554049,12,1
-109.358,314.845,349.942,554055,12,1
-121.179,124.898,-587.092,554088,12,1
-61.994,202.664,418.915,554096,12,4
-122.237,109.732,-622.063,554099,12,1
-76.272,111.879,-560.159,554100,12,1
-192.944,238.016,-520.05,554107,12,1
