neuron_id,soma_x,soma_y,soma_z,celltype,column,intersomatic_distance
428,631.868,-671.463,-1400.08,9,18,1452.2873447723766
542,471.849,-598.707,-1433.34,9,18,1351.098366945575
714,611.299,-509.746,-1398.45,9,18,1345.9684630205866
715,690.771,-473.93,-1400.21,9,18,1373.4974747606927
799,689.774,-424.843,-1403.58,9,18,1350.692871019167
870,247.247,-394.424,-1393.51,9,17,1115.225642503794
899,724.451,-373.473,-1411.7,9,18,1353.4622286251656
1639,641.768,270.215,-1396.62,9,11,1146.8748014190564
2893,821.876,-621.097,-1386.76,9,18,1523.8734332043457
3234,836.137,-483.32,-1345.15,9,18,1437.5846780158727
3568,754.83,-364.474,-1379.32,9,18,1348.5317435347972
3835,424.026,-173.25,-1360.64,9,14,1061.2455814602952
4270,623.369,65.888,-1342.22,9,11,1105.1130204544693
4272,653.423,37.17,-1373.44,9,11,1152.3554176338132
4336,475.849,122.262,-1351.11,9,11,1010.8540732380712
4484,511.306,191.745,-1361.01,9,11,1035.4571194086213
4491,591.719,205.682,-1370.62,9,11,1093.579168666814
4507,730.978,209.754,-1383.57,9,11,1198.4112532119348
4566,523.488,238.098,-1363.25,9,11,1044.2558137530286
4650,624.255,324.24,-1367.09,9,11,1116.7168537789694
7165,645.029,-597.956,-1337.05,9,18,1377.979593341643
7547,561.978,-471.401,-1336.85,9,18,1259.0201329565782
7552,599.817,-478.256,-1320.03,9,18,1273.4752319169777
7904,765.341,-404.086,-1300.41,9,18,1326.6195146966595
8036,598.584,-328.463,-1328.3,9,18,1201.825699542991
8037,648.507,-330.925,-1304.78,9,18,1218.8030925998669
8041,645.953,-342.122,-1299.1,9,18,1218.8210750319342
8428,140.002,-177.245,-1312.86,9,13,907.1097570889643
8855,145.656,-46.692,-1297.98,9,13,845.6043324634754
9279,451.531,115.267,-1292.67,9,11,950.7078326357683
9310,679.143,104.666,-1303.61,9,11,1112.1111003411486
9420,555.023,165.689,-1337.8,9,11,1046.3027313712796
9532,586.473,223.332,-1321.14,9,11,1052.9569127490452
9557,754.07,204.269,-1290.58,9,11,1152.8280483810238
9611,190.338,229.114,-1296.26,9,10,815.0991069465111
9662,741.693,245.195,-1309.7,9,11,1155.9571551727165
9663,710.648,265.572,-1334.19,9,11,1150.0937595174578
9741,474.438,326.345,-1326.33,9,11,990.0425957654548
9748,517.782,306.199,-1308.14,9,11,1001.1064253944234
10159,443.213,489.328,-1316.02,9,7,993.5304046087366
10344,404.318,606.322,-1304.61,9,7,1001.1723503578191
13077,791.09,-669.574,-1252.57,9,18,1463.3043194636582
13554,622.797,-536.126,-1261.75,9,18,1285.8348446849618
13573,745.006,-558.817,-1279.78,9,18,1382.8321606059067
13809,656.798,-483.08,-1254.35,9,18,1271.52081644187
13819,760.216,-494.998,-1269.12,9,18,1351.7671192350404
13939,-112.196,-463.015,-1269.29,9,16,999.9945557781801
14963,503.636,-258.735,-1276.19,9,18,1079.2107089878232
15121,5.108,-176.844,-1248.19,9,13,821.0784487836714
15126,68.222,-186.419,-1278.06,9,13,863.2742747458655
15133,132.227,-196.881,-1268.59,9,13,876.8855082227097
15326,-25.943,-168.068,-1249.02,9,13,813.1846510860863
15332,20.112,-121.075,-1273.77,9,13,820.4572620350191
15350,149.612,-151.796,-1273.9,9,13,865.9094720125194
15541,-72.675,-88.501,-1243.97,9,13,768.6486514520142
15543,25.474,-94.898,-1243.94,9,13,783.9853419656519
15544,92.235,-88.562,-1251.06,9,13,803.1781099146066
15547,83.986,-110.672,-1285.94,9,13,840.5288624556566
15548,104.935,-77.981,-1262.69,9,13,812.8916088501591
15573,313.816,-79.613,-1251.48,9,14,886.1492081416087
15591,459.345,-103.488,-1285.13,9,14,998.9313332206575
15753,128.085,-60.429,-1282.2,9,13,830.6643538824812
15966,392.534,16.654,-1270.42,9,14,915.4637882958561
16003,571.694,-6.542,-1260.98,9,11,1025.685599252032
16130,57.186,61.189,-1258.36,9,13,754.8508503631693
16325,132.381,94.282,-1260.86,9,10,772.365447175105
16348,311.328,104.934,-1249.16,9,10,837.3571529072884
16513,169.87,136.078,-1243.02,9,10,763.362828909687
16537,392.589,163.39,-1240.94,9,10,869.6933965979046
16542,430.528,129.87,-1271.91,9,11,920.023032192673
16699,262.724,204.138,-1270.14,9,10,822.8341681365694
16723,456.523,207.803,-1273.35,9,11,932.3088122864655
16759,735.172,195.925,-1270.54,9,11,1125.6501436707588
16843,73.547,258.617,-1238.63,9,10,722.6574492987671
16906,625.194,274.554,-1253.96,9,11,1033.343863523174
17023,386.192,300.063,-1252.67,9,7,876.3046139202966
17063,688.74,299.285,-1258.61,9,11,1084.7838945679457
17150,104.277,329.301,-1249.42,9,10,748.3909104759358
17155,158.524,345.91,-1277.26,9,10,794.7276860289944
17177,374.684,357.279,-1270.99,9,7,891.2664449792778
17352,630.271,390.218,-1261.04,9,11,1053.6634117620295
17561,175.98,523.359,-1277.17,9,7,846.0393249217203
17836,269.303,603.566,-1279.87,9,7,915.8074981250153
21279,550.676,-664.541,-1203.51,9,18,1297.2216990607274
21336,894.014,-627.537,-1192.49,9,18,1478.2835267830053
22365,737.799,-507.768,-1202.12,9,18,1309.221700554188
22649,501.657,-432.496,-1189.89,9,18,1114.4102328074703
22679,712.704,-438.503,-1191.65,9,18,1249.3753137956585
23867,468.105,-230.561,-1213.43,9,14,1003.4469976929524
24100,43.791,-185.202,-1199.01,9,13,791.0001842009899
24115,110.266,-174.359,-1211.46,9,13,812.4815919182415
24372,-72.328,-128.99,-1205.07,9,13,751.6839058680184
24373,-69.54,-151.462,-1190.57,9,13,750.2169063284297
24374,-100.897,-128.266,-1237.88,9,13,778.9636561419283
24375,-67.453,-124.068,-1199.02,9,13,744.4026464770259
24377,-39.285,-125.413,-1198.2,9,13,746.999712339302
24391,92.662,-158.739,-1192.39,9,13,784.117396030722
24404,148.742,-158.164,-1201.73,9,13,808.7547320745641
24420,285.088,-140.641,-1191.27,9,14,848.750785666794
24644,-110.968,-75.399,-1207.0,9,13,727.9431596340472
24650,-61.058,-101.031,-1203.16,9,13,738.0761323644059
24659,-28.562,-113.727,-1206.44,9,13,750.147822273717
24661,-1.997,-119.561,-1214.0,9,13,763.2713045012239
24668,45.117,-104.634,-1204.12,9,13,757.0471287826141
24669,69.108,-111.619,-1197.29,9,13,759.9540030041292
24670,93.814,-115.886,-1237.23,9,13,802.7135036867139
24919,-180.563,-61.113,-1197.31,9,13,715.3485284160441
24935,-24.384,-39.269,-1207.44,9,13,721.0121358104869
24940,10.714,-38.352,-1227.85,9,13,745.0570916198301
24943,4.65,-32.296,-1225.22,9,13,739.4307577785767
24956,123.798,-50.426,-1227.87,9,13,777.8264470336554
24961,165.619,-40.319,-1211.46,9,13,774.5212036626241
24963,164.506,-52.04,-1210.55,9,13,777.4314160290925
25014,499.101,-23.32,-1201.92,9,14,939.7628244583843
25216,120.61,20.585,-1232.23,9,13,758.4473336587057
25222,148.994,2.196,-1218.14,9,13,760.6951135987401
25449,-103.876,76.937,-1214.51,9,13,686.7395819974264
25450,-70.653,38.186,-1188.42,9,13,672.9255021159476
25452,-63.058,63.023,-1206.04,9,13,684.1124172517262
25464,15.704,70.704,-1234.73,9,13,721.2687909794795
25468,49.552,47.458,-1226.16,9,13,725.8444133924296
25470,65.844,59.259,-1212.86,9,13,714.6735789337674
25473,129.023,69.522,-1190.2,9,13,711.1258206013898
25482,157.269,50.656,-1209.64,9,13,743.3388509004491
25493,245.878,65.851,-1196.97,9,10,767.1638288540461
25560,676.457,59.334,-1198.03,9,11,1047.064930596952
25703,-90.602,118.428,-1216.6,9,13,681.5517601158402
25714,18.131,128.191,-1229.25,9,13,706.2997577877256
25737,238.05,81.935,-1233.08,9,10,791.4242208158655
25743,255.165,90.234,-1230.75,9,10,795.9467856672329
25817,708.467,108.167,-1216.57,9,11,1076.734009246016
25840,807.878,120.842,-1194.05,9,11,1141.1618071075636
25939,28.137,168.955,-1233.75,9,13,708.3118865944577
25948,91.823,139.266,-1215.93,9,10,710.7717482722566
25961,192.575,161.558,-1188.93,9,10,721.1324082899063
25990,437.998,140.056,-1234.06,9,11,894.0358923426955
26047,703.569,171.748,-1189.03,9,11,1050.7373860380146
26159,-70.692,224.223,-1191.7,9,9,649.5297139330887
26161,-45.569,180.573,-1195.51,9,9,657.4224230819938
26171,69.133,200.452,-1198.71,9,10,682.8099093788842
26181,153.544,204.204,-1237.05,9,10,746.658904159724
26191,284.241,188.695,-1212.23,9,10,783.8262593579013
26202,354.37,183.649,-1225.47,9,10,833.5946503751089
26237,550.844,191.967,-1196.95,9,11,939.6598102515612
26240,596.256,204.402,-1217.22,9,11,986.1715166668524
26365,-61.312,239.572,-1190.27,9,9,649.0955466192939
26367,-7.513,235.248,-1191.93,9,9,658.0706670092507
26368,-45.347,242.635,-1197.4,9,9,657.9897070889484
26369,-4.629,276.464,-1220.43,9,9,688.4362044474419
26371,-5.811,235.348,-1205.59,9,9,671.8161560858744
26384,167.77,257.504,-1227.36,9,10,743.5235008451313
26452,642.9,242.131,-1205.01,9,11,1012.6570094291552
26577,95.375,320.76,-1222.88,9,10,719.5011503771208
26615,399.432,282.112,-1235.34,9,10,868.9140696162077
26624,465.557,302.279,-1215.39,9,11,896.7582647575657
26628,522.857,328.351,-1235.68,9,11,952.5666011586802
26757,-79.99,373.468,-1200.86,9,9,674.3456543798587
26762,-0.57,373.368,-1210.36,9,9,693.2836627679899
26763,28.24,345.256,-1213.22,9,9,696.3592867198656
26768,46.599,339.727,-1210.51,9,9,697.1013752009101
26809,403.532,367.398,-1201.05,9,7,854.4037550555357
26816,458.049,341.811,-1205.68,9,11,888.8481369519768
26858,721.191,345.474,-1202.44,9,11,1078.1624934925162
27037,619.848,413.753,-1218.19,9,11,1021.4200539063252
27040,616.38,390.857,-1236.18,9,11,1026.9516234613975
27045,649.56,386.511,-1189.59,9,11,1020.3846967619614
27128,-85.816,455.119,-1200.86,9,9,696.4557672573326
27172,298.843,474.067,-1218.61,9,7,833.9019548909811
27222,631.069,432.079,-1199.51,9,11,1021.044204592044
27349,317.669,510.219,-1192.1,9,7,834.2078474642875
27369,471.22,526.561,-1208.93,9,7,941.754130495853
27952,369.926,681.616,-1189.63,9,7,931.9565960821352
31847,836.532,-643.467,-1144.0,9,18,1427.7535046701864
32298,800.429,-609.419,-1155.82,9,18,1388.0492431333262
32713,679.139,-549.377,-1173.97,9,18,1281.7487889454
32997,-245.814,-494.565,-1166.17,9,16,959.2499854438363
33033,32.045,-487.652,-1145.24,9,16,945.7334139523675
33120,510.023,-513.468,-1152.85,9,18,1148.547955649219
33135,618.875,-503.741,-1167.91,9,18,1213.8377655597144
33864,-465.399,-408.133,-1166.46,9,23,951.3165724589265
34044,609.3,-381.41,-1163.34,9,18,1135.8133726405056
34048,649.391,-390.673,-1143.13,9,18,1156.3891947415455
34354,-97.799,-343.585,-1178.09,9,16,852.2883588662935
34447,506.298,-325.766,-1158.01,9,18,1038.5031710230835
34919,720.177,-273.031,-1166.22,9,18,1161.3742932797334
34943,830.124,-292.425,-1140.27,9,18,1238.840620267999
35287,499.607,-268.485,-1187.64,9,18,1023.4422800974171
35594,100.197,-203.156,-1154.82,9,13,779.1128938902243
35884,-568.442,-153.029,-1145.7,9,23,837.9544545033459
35910,-261.527,-122.146,-1145.95,9,12,708.2921342991182
35942,-34.044,-160.44,-1160.84,9,13,733.0063510018176
35974,160.877,-126.261,-1150.84,9,13,757.0145203435663
36013,381.029,-170.14,-1155.31,9,14,886.2379549680774
36043,534.752,-130.179,-1148.5,9,14,962.3586670145388
36265,-155.2,-71.01,-1157.68,9,13,681.9941857149518
36282,29.932,-110.313,-1145.43,9,13,705.6860133813055
36286,77.933,-117.541,-1178.68,9,13,749.0663072886139
36287,92.602,-86.675,-1168.7,9,13,731.0633552613617
36302,157.164,-93.371,-1149.04,9,13,739.4009539525898
36602,-6.249,-21.777,-1163.26,9,13,676.91717653713
36615,39.216,-62.532,-1167.99,9,13,706.2170607405346
36628,104.657,-49.803,-1164.69,9,13,716.353425919776
36631,139.672,-47.41,-1169.82,9,13,731.7847376250751
36637,150.274,-40.646,-1155.22,9,13,720.7793832796552
36638,173.182,-37.09,-1147.58,9,13,722.133516353451
36701,479.976,-28.15,-1147.26,9,14,890.6214042504256
36901,-181.533,-4.654,-1152.97,9,13,653.2204032621761
36909,-135.046,18.593,-1176.79,9,13,665.5355732025148
36916,-42.18,23.241,-1185.97,9,13,677.7767660712486
36917,-19.031,3.299,-1180.91,9,13,682.4456486863992
36920,-27.368,-19.571,-1142.07,9,13,653.3036094695941
36925,32.109,-4.454,-1173.18,9,13,687.6454211568634
36926,21.483,7.517,-1156.8,9,13,666.2911962880794
36932,83.626,-14.183,-1145.86,9,13,680.1490080195662
36973,299.32,-15.367,-1170.67,9,14,793.668602595567
37207,-210.842,52.001,-1148.34,9,12,634.345237187133
37222,-59.635,38.453,-1164.06,9,13,650.5780736936958
37227,-76.567,57.309,-1170.49,9,13,650.1133019981978
37229,-91.888,73.644,-1187.12,9,13,661.2716200783153
37231,-39.913,48.283,-1182.81,9,13,667.9821957829415
37236,26.237,64.001,-1177.36,9,13,670.4458900187246
37240,29.886,76.343,-1179.14,9,13,670.0949600810321
37253,136.189,62.603,-1157.83,9,13,686.1719668151709
37255,109.746,37.484,-1169.85,9,13,693.8772215521993
37289,339.354,38.452,-1173.25,9,14,803.507829704851
37293,381.478,74.077,-1172.1,9,14,820.3369506038356
37303,427.734,55.999,-1168.64,9,14,850.5136147799165
37539,-45.663,110.249,-1156.62,9,13,627.9772539598865
37540,33.653,97.011,-1161.15,9,13,649.5704419591459
37544,39.405,82.565,-1159.81,9,13,652.7404165355474
37546,90.243,92.385,-1155.15,9,13,660.9716802064972
37548,84.915,83.249,-1163.58,9,13,668.9638872607399
37550,61.112,109.939,-1162.45,9,13,655.6078350553782
37566,180.973,119.838,-1159.56,9,10,694.9164044559604
37585,293.714,97.207,-1175.22,9,10,767.6587047523138
37591,308.615,92.126,-1155.54,9,10,760.8374263441566
37614,407.734,128.177,-1141.39,9,14,805.6772825778322
37670,718.288,112.269,-1175.37,9,11,1058.855633979439
37800,-111.443,177.188,-1162.01,9,9,619.6519840830013
37801,-135.937,173.876,-1143.27,9,9,601.2219926133773
37802,-153.373,158.704,-1166.91,9,9,626.7776953481992
37807,-92.215,147.405,-1148.32,9,13,609.8308193745212
37814,43.443,159.451,-1138.59,9,13,620.9976900657521
37924,596.686,142.658,-1178.8,9,11,964.0420572781045
37953,703.831,177.432,-1186.98,9,11,1049.4107054580682
38059,-207.359,225.63,-1144.49,9,9,605.7937817558051
38063,-189.198,188.44,-1163.42,9,9,623.5160996004835
38075,-61.461,227.479,-1142.39,9,9,601.2999542083802
38078,-72.69,202.315,-1140.97,9,9,599.2683443116281
38081,-23.662,210.355,-1170.94,9,9,634.779229110405
38082,-16.675,204.737,-1168.83,9,9,634.0082293117337
38097,76.386,187.913,-1180.06,9,10,667.6998223797876
38121,200.916,219.962,-1182.67,9,10,716.4317716607773
38158,397.567,185.333,-1161.11,9,10,808.9792906638586
38221,734.356,191.734,-1184.46,9,11,1071.6112992447402
38325,-169.358,272.836,-1153.59,9,9,612.6588012695156
38330,-143.787,276.647,-1164.54,9,9,622.5285641085073
38333,-151.79,252.062,-1140.44,9,9,597.2491965210168
38340,-17.057,251.329,-1150.68,9,9,616.2477164217325
38346,-2.215,264.801,-1162.56,9,9,631.3369969920976
38389,245.565,230.254,-1160.48,9,10,718.6612742133807
38426,483.659,259.67,-1162.48,9,11,867.7272467117764
38582,-61.03,310.907,-1179.59,9,9,644.0048141978442
38584,-66.366,326.299,-1146.7,9,9,613.3937368819477
38586,-29.225,328.009,-1140.2,9,9,611.9671471402694
38589,-40.498,306.548,-1151.87,9,9,618.5443864857233
38594,25.816,312.409,-1161.48,9,9,640.9963528710597
38612,160.142,318.618,-1158.87,9,10,683.5091662245649
38613,147.039,283.865,-1171.2,9,10,685.532962833298
38647,421.533,291.707,-1162.87,9,10,827.609122527658
38664,508.574,326.711,-1168.89,9,11,894.9203112892232
38795,-110.076,336.732,-1155.76,9,9,621.5218154312847
38797,-105.499,372.385,-1143.97,9,9,617.5361891735577
38810,40.608,373.307,-1183.52,9,6,676.3817227468525
38822,126.373,375.774,-1145.95,9,10,668.7894701548463
38853,339.44,331.922,-1151.24,9,10,771.1741358247176
38900,605.556,377.204,-1175.29,9,11,976.652292686092
39000,-110.515,388.952,-1187.4,9,9,663.539552167013
39006,-101.634,424.998,-1144.04,9,9,632.2942483061189
39009,-39.809,379.672,-1159.14,9,9,639.3473803887838
39040,233.591,421.198,-1154.84,9,7,734.1836556107742
39118,632.84,427.896,-1175.98,9,11,1006.5911406529466
39209,-162.805,441.239,-1166.6,9,9,659.5830793607428
39213,-81.862,432.729,-1170.14,9,9,660.4632934463506
39271,350.637,446.508,-1187.25,9,7,829.2707670827424
39323,617.247,446.372,-1141.67,9,11,977.4980286844573
39442,127.247,486.082,-1163.0,9,6,716.7926051111298
40236,384.781,687.996,-1140.23,9,7,909.9453091400604
40238,358.986,699.826,-1150.13,9,7,908.4977313791159
44194,707.293,-683.559,-1130.03,9,18,1364.382741926546
45624,490.738,-564.964,-1128.59,9,18,1159.7040216352618
45690,814.507,-527.073,-1102.65,9,18,1326.6370991145243
46199,802.26,-516.552,-1112.74,9,18,1316.3415559044695
47117,487.216,-387.739,-1117.57,9,18,1038.7419982777244
47192,766.268,-376.149,-1097.58,9,18,1208.9733028160713
47913,-547.887,-291.552,-1122.38,9,23,883.7187957953594
47964,-169.244,-303.874,-1107.62,9,16,774.4085003543025
48139,608.087,-284.5,-1091.91,9,18,1047.2292367509608
48629,655.235,-268.381,-1092.03,9,18,1073.2790875718208
48879,-551.022,-202.17,-1130.59,9,23,841.8426445512249
48971,49.432,-178.94,-1134.13,9,13,736.0507933838535
48975,68.096,-203.719,-1096.34,9,13,725.3509906700341
48976,85.598,-179.882,-1116.4,9,13,731.9975832589887
48977,53.262,-180.909,-1105.83,9,13,715.6373580787968
48981,120.165,-190.509,-1132.95,9,13,761.2335660564371
49027,329.069,-189.976,-1126.88,9,14,847.2074206627325
49037,360.112,-210.84,-1097.64,9,14,855.2506084189594
49067,520.59,-176.331,-1093.21,9,14,937.4974934227824
49071,506.27,-185.081,-1094.81,9,14,932.4723066633131
49072,509.563,-180.589,-1120.29,9,14,947.9962336143535
49388,-258.582,-125.131,-1133.25,9,12,698.4601402156031
49406,-191.516,-126.303,-1137.94,9,13,693.3396158896447
49412,-183.134,-125.209,-1120.41,9,13,677.0481389133273
49449,71.997,-163.587,-1098.08,9,13,704.7810195819691
49465,110.224,-130.162,-1107.58,9,13,706.3262817798867
49469,184.568,-143.182,-1137.76,9,14,763.9737009328265
49474,156.232,-135.338,-1135.85,9,13,747.6350120192338
49534,476.634,-169.818,-1132.11,9,14,929.0556271704079
49805,-615.13,-116.503,-1097.11,9,23,814.4929538983132
49854,-212.503,-97.683,-1119.06,9,12,665.2736491001278
49870,-143.569,-106.06,-1121.47,9,13,665.9302479043884
49875,-93.313,-92.459,-1102.57,9,13,643.24860659235
49879,-86.635,-84.168,-1108.48,9,13,644.7123372249054
49902,44.063,-93.137,-1129.85,9,13,687.6197187304913
49920,159.931,-92.903,-1098.63,9,13,699.6874876364448
49924,161.688,-79.48,-1121.2,9,13,712.5436217839579
50276,-317.855,-47.731,-1107.76,9,12,655.4159638115325
50283,-265.616,-21.021,-1098.54,9,12,622.8099330823168
50297,-167.735,-48.469,-1128.93,9,13,647.0995504333164
50303,-186.758,-38.228,-1118.21,9,13,634.6798213248945
50306,-141.656,-36.933,-1132.31,9,13,644.1497592346053
50332,-40.564,-50.091,-1101.11,9,13,626.9284698225148
50347,64.7,-31.403,-1114.94,9,13,653.7632249752199
50353,139.552,-56.32,-1113.07,9,13,687.4791554665494
50361,173.993,-27.268,-1126.12,9,13,701.04621992134
50370,148.15,-29.549,-1136.8,9,13,700.2915681957052
50401,383.212,-30.122,-1098.62,9,14,793.9298564060932
50675,-277.598,-9.588,-1124.34,9,12,644.3344546406004
50699,-119.754,16.29,-1106.03,9,13,599.4307426292048
50701,-123.638,25.237,-1122.19,9,13,611.5891718645778
50704,-75.301,-0.909,-1118.63,9,13,619.2909166159311
50711,-86.763,24.022,-1122.58,9,13,613.5137703605355
50726,24.333,-3.566,-1137.0,9,13,652.5983015837537
50728,35.535,10.049,-1097.29,9,13,614.6519791386016
50731,93.372,19.509,-1125.76,9,13,654.1766737403589
50737,118.085,0.597,-1128.06,9,13,670.9399573993189
50764,271.786,23.347,-1105.92,9,14,716.4176332210145
50768,332.104,9.999,-1101.55,9,14,751.9195990170757
50811,521.739,14.335,-1106.7,9,14,882.2743719790348
51035,-291.587,64.454,-1117.71,9,12,618.5765029727528
51054,-178.239,48.095,-1097.74,9,13,583.6406079934809
51059,-106.931,41.413,-1119.51,9,13,604.1791465145085
51060,-128.456,58.162,-1125.49,9,13,604.7831410985264
51067,-64.976,36.449,-1112.18,9,13,601.4468671345792
51073,-57.869,40.509,-1122.11,9,13,610.3181073989202
51083,5.094,40.487,-1126.85,9,13,624.7734486211781
51085,4.988,79.013,-1115.77,9,13,603.9377625235898
51088,18.694,37.675,-1120.0,9,13,622.2274490296936
51092,47.879,42.484,-1124.68,9,13,632.4531201488377
51104,136.983,38.355,-1124.67,9,13,663.4473421417861
51107,130.254,40.504,-1111.85,9,13,648.9799750231126
51110,129.635,41.384,-1105.44,9,13,642.8850824789763
51118,157.883,56.948,-1130.08,9,13,671.7231808133466
51191,578.906,47.809,-1129.12,9,11,931.7937454254561
51359,-412.759,122.783,-1120.6,9,12,652.4864350551665
51366,-376.256,108.834,-1123.19,9,12,641.9341796952395
51368,-336.442,118.698,-1092.16,9,12,597.0315153968005
51384,-221.35,81.606,-1127.84,9,12,608.7436267272126
51385,-221.146,126.798,-1090.1,9,12,562.9663538374207
51405,-82.78,99.218,-1109.44,9,13,580.527357650783
51427,59.54,128.415,-1118.82,9,13,610.9629943900039
51438,114.564,110.502,-1137.86,9,13,650.0715340922104
51444,102.301,114.381,-1100.76,9,13,611.0191983980536
51461,226.863,128.956,-1101.58,9,10,665.7510330160968
51495,419.21,79.82,-1126.9,9,14,810.0273766416788
51556,709.199,117.841,-1099.13,9,11,1007.1283902278795
51559,700.251,113.285,-1131.0,9,11,1018.2568985766804
51579,801.11,113.153,-1104.24,9,11,1087.5311353179734
51690,-379.055,152.258,-1101.49,9,12,616.9130271650939
51695,-267.028,176.271,-1093.19,9,12,569.1674370675119
51701,-248.362,152.025,-1096.52,9,12,570.6390850528904
51711,-171.948,158.147,-1129.52,9,9,590.9247728112268
51716,-119.758,135.617,-1095.34,9,13,558.2817791957749
51717,-138.798,164.346,-1105.37,9,9,564.5025117685482
51718,-130.189,148.127,-1121.2,9,9,582.0266941257936
51721,-131.226,161.198,-1111.92,9,9,571.2187681029047
51726,-68.082,175.874,-1113.53,9,9,574.0829537836844
51750,86.806,130.835,-1109.97,9,13,611.1444095252774
51761,107.47,142.499,-1126.39,9,10,631.9966724390249
51767,183.381,166.98,-1090.71,9,10,629.8065966580534
51773,230.06,141.225,-1135.51,9,10,694.4193440810819
51800,378.701,166.298,-1099.93,9,10,751.8576381243993
51818,455.085,131.122,-1131.12,9,11,830.079837865009
51820,460.366,156.93,-1106.91,9,11,814.3347230279452
51847,625.102,140.643,-1095.68,9,11,934.319054733446
52035,-42.492,216.936,-1103.66,9,9,565.3002736042148
52072,231.326,200.443,-1100.55,9,10,660.6869325830502
52083,322.728,180.254,-1134.37,9,10,741.6778916247941
52092,365.412,218.688,-1113.62,9,10,751.0055320122481
52144,627.906,193.369,-1090.45,9,11,930.1782219628666
52147,609.411,205.48,-1095.25,9,11,917.8085401400447
52171,786.951,182.674,-1094.51,9,11,1065.4084082519719
52280,-376.749,231.579,-1129.68,9,8,637.3789334916868
52292,-304.17,238.937,-1124.34,9,12,607.2986778760513
52297,-185.51,255.088,-1088.68,9,9,548.4834580741702
52299,-156.904,247.892,-1118.42,9,9,575.3656270798597
52300,-183.886,256.82,-1095.54,9,9,555.2095493964418
52305,-108.592,274.348,-1111.92,9,9,569.8197140297974
52316,-85.482,269.979,-1124.5,9,9,583.0883892773033
52318,-15.743,268.724,-1099.08,9,9,566.8620842374271
52322,19.953,248.404,-1137.98,9,9,611.309619889954
52325,32.742,270.486,-1123.16,9,9,601.3907896808863
52326,22.653,250.311,-1097.39,9,9,572.7452929068908
52340,114.396,278.49,-1127.69,9,10,632.4955421416029
52359,215.208,276.687,-1119.16,9,10,669.5535443457827
52365,250.72,264.192,-1133.55,9,10,699.5120410007249
52385,375.785,257.442,-1100.02,9,10,748.2895608185377
52392,427.974,242.446,-1107.07,9,10,788.6890394020953
52464,776.846,239.585,-1126.55,9,11,1073.0301606637158
52470,822.353,259.957,-1110.7,9,11,1103.7526939722502
52575,-214.918,280.28,-1122.75,9,9,587.9226817371482
52582,-177.757,279.671,-1125.19,9,9,585.7227646480885
52584,-195.699,294.275,-1101.4,9,9,565.7095033133172
52591,-115.276,313.453,-1116.62,9,9,578.9781334541053
52593,-135.571,304.542,-1106.42,9,9,567.6290142883819
52597,-65.006,319.921,-1128.58,9,9,594.701990881147
52604,-12.557,285.184,-1100.38,9,9,570.2327842995351
52608,-31.264,285.545,-1091.62,9,9,558.3087801870931
52610,-41.425,287.223,-1092.37,9,9,557.6231002845918
52612,29.825,322.19,-1111.4,9,9,595.4741823236336
52712,502.884,315.719,-1106.2,9,11,846.902230263919
52718,543.314,292.181,-1124.15,9,11,886.7984055680299
52777,753.218,298.445,-1133.84,9,11,1059.7157144017447
52859,-363.469,351.371,-1099.48,9,8,617.2833727316814
52862,-357.965,357.034,-1092.98,9,8,610.5071587246131
52874,-241.302,355.579,-1133.68,9,9,614.6307324483539
52875,-226.285,329.495,-1118.29,9,9,592.0233725614218
52879,-158.31,334.849,-1106.25,9,9,573.3504903407688
52880,-193.79,377.589,-1132.12,9,9,610.9722206892878
52883,-132.27,366.437,-1138.25,9,9,610.3428065194182
52888,-102.543,372.654,-1104.74,9,9,579.6958156533476
52891,-102.815,377.046,-1105.61,9,9,581.6536837380125
52900,36.738,345.514,-1127.77,9,9,616.9645209126696
52903,-5.84,336.105,-1115.0,9,9,593.1540801461286
52904,40.117,353.599,-1125.92,9,9,617.7321559794342
52909,85.85,334.064,-1124.07,9,10,626.0773194973605
52914,61.874,352.944,-1107.27,9,9,606.3963895184403
52923,154.871,364.324,-1130.13,9,10,663.550082988466
52952,307.083,334.474,-1123.26,9,10,730.143872883968
53016,639.35,371.257,-1134.96,9,11,976.3722465688995
53136,-456.172,395.011,-1091.02,9,8,661.4388294332289
53138,-391.878,423.77,-1095.14,9,8,643.4765430386722
53144,-334.714,380.93,-1095.84,9,8,610.2393917218061
53150,-272.613,404.773,-1132.6,9,9,632.4505552555077
53154,-253.167,423.263,-1110.45,9,9,613.1924092705324
53162,-144.331,427.497,-1134.58,9,9,624.0342123529766
53165,-147.645,426.558,-1118.6,9,9,608.7501244730878
53169,-103.442,389.356,-1105.21,9,9,584.5702448782354
53171,-97.279,406.761,-1127.05,9,9,610.7298683141344
53174,-13.961,407.079,-1124.45,9,9,617.6971255000302
53180,-7.579,385.139,-1121.76,9,9,610.2548152853855
53181,-9.463,402.51,-1134.47,9,9,626.6195953575024
53188,23.447,393.506,-1090.84,9,6,590.4355004553842
53283,537.544,397.892,-1121.31,9,11,894.8058963244486
53296,552.257,392.45,-1104.21,9,11,893.9190399393001
53314,601.501,407.39,-1117.49,9,11,942.5559101369
53321,682.928,380.873,-1104.17,9,11,994.6066920758175
53458,-105.264,470.061,-1136.8,9,9,641.0951702095407
53745,84.095,526.031,-1111.1,9,6,674.3982669988112
